"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1558561_at",2.09980170731707,4.98325709219858,9.38821433337598,1.61423083810943e-16,1.88661650339761e-15,26.8055623571863
"232098_at",-2.83179815964523,6.27825035460993,-9.38768948142719,1.61915906445839e-16,1.89163624296306e-15,26.8025430753816
"212741_at",-5.16015288248337,5.92636659574468,-9.38741946246652,1.62170031054549e-16,1.8938644791605e-15,26.8009897692276
"222654_at",2.45680645232816,8.82846269503546,9.38514495306103,1.64326486056555e-16,1.91829820944411e-15,26.7879058571489
"1554201_at",-1.13969250554323,6.2162285106383,-9.38344374921001,1.65958045180518e-16,1.93649155364433e-15,26.7781202893237
"222459_at",1.93522878048781,7.75393829787234,9.38338505440782,1.66014624205239e-16,1.93649155364433e-15,26.7777826753868
"1560025_at",-2.03304764966741,2.72102510638298,-9.38282246968631,1.66557905168174e-16,1.94207037513227e-15,26.7745466978718
"237727_at",-1.88473086474501,2.72419914893617,-9.38157091266072,1.67772879583735e-16,1.95547375411818e-15,26.7673479167393
"217823_s_at",2.02517687361419,9.01490290780142,9.38065778519373,1.68664883938705e-16,1.96486372070639e-15,26.7620958684642
"1554003_at",-2.16090935698448,6.44281177304965,-9.38061167354154,1.6871005401573e-16,1.96486372070639e-15,26.7618306504013
"226917_s_at",-1.39374576496674,9.30793219858156,-9.37805240126874,1.71236055684522e-16,1.99350533572242e-15,26.7471110634454
"1564277_a_at",-1.02889066518847,3.87501560283688,-9.37474299773952,1.74558377830369e-16,2.03078638009167e-15,26.7280784291533
"209523_at",1.69541372505543,9.68166524822695,9.3747272441266,1.74574345531932e-16,2.03078638009167e-15,26.727987832458
"222586_s_at",2.1956011751663,6.00044092198582,9.37400356744852,1.75309427765678e-16,2.03854361060494e-15,26.7238261112728
"241818_at",-1.38448691796009,4.46421865248227,-9.37260395248103,1.76739861718378e-16,2.05437738875997e-15,26.7157774042335
"244865_at",-1.157597827051,4.96336978723404,-9.36904929843138,1.80425270656964e-16,2.09639988733391e-15,26.6953369986385
"203790_s_at",3.55815088691796,8.06899226950355,9.36765155010146,1.81895316396466e-16,2.11265893729068e-15,26.6872999655392
"242864_at",-1.05906283813747,5.45492446808511,-9.36622431014911,1.8340869218891e-16,2.12940841887264e-15,26.6790936300781
"234565_x_at",-0.811768270509977,3.91788070921986,-9.36527140929935,1.84426078574795e-16,2.14038859567399e-15,26.6736148009225
"226286_at",-1.8480244789357,4.85054283687943,-9.36263597930045,1.87269227270975e-16,2.17254121408382e-15,26.6584626922435
"224695_at",1.74553155210643,7.77966638297872,9.36204019625101,1.8791799593493e-16,2.17922138686497e-15,26.6550374356961
"225455_at",2.15903365853659,8.00376985815603,9.36060561737625,1.89489359688567e-16,2.19659124640145e-15,26.6467900000583
"229682_at",-0.658379179600886,5.06010645390071,-9.36022544808923,1.89907967111246e-16,2.20058987646015e-15,26.644604442844
"226492_at",-4.06225321507761,4.15555602836879,-9.35899772083158,1.91266129136955e-16,2.21546842795977e-15,26.6375464898925
"241389_at",-0.740481064301551,4.25010418439716,-9.35885986912659,1.91419229281044e-16,2.21638241717544e-15,26.6367540214821
"222552_at",1.95370312638581,10.1998926241135,9.35812858392813,1.92233449448842e-16,2.22494763091254e-15,26.6325501240088
"210125_s_at",1.4037223946785,10.3182459574468,9.35612660510068,1.94480167142354e-16,2.25007979591151e-15,26.621041836552
"222791_at",2.28833993348115,9.08257290780142,9.35420635253771,1.96659741569401e-16,2.27441597363635e-15,26.6100038640746
"218235_s_at",1.68603119733925,8.42079964539007,9.35356252739877,1.97395946097285e-16,2.28204686445983e-15,26.6063031492266
"201776_s_at",1.96361875831486,8.41320666666667,9.35324278888166,1.97762582042628e-16,2.28540101097077e-15,26.6044653093827
"233873_x_at",1.68438028824834,7.92862539007092,9.35263906785426,1.98456704190302e-16,2.29253562423701e-15,26.6009951914976
"1557710_at",-1.25384518847006,5.11536432624114,-9.35070928386023,2.00691773230192e-16,2.31745857816216e-15,26.5899033538213
"224314_s_at",2.88841474501109,4.09261957446808,9.35009479823211,2.01408718481513e-16,2.32483873539344e-15,26.5863715761984
"204389_at",-3.55638609756097,4.12018574468085,-9.34778917205861,2.04121606514693e-16,2.35455636525778e-15,26.5731203713303
"243117_at",-0.923322416851441,3.54277914893617,-9.34777288787382,2.04140895993628e-16,2.35455636525778e-15,26.5730267832699
"202610_s_at",1.66324713968958,9.2848404964539,9.34762068074758,2.04321281225343e-16,2.35572737709174e-15,26.5721520240347
"226398_s_at",-1.59161980044346,9.30179021276596,-9.34738226006883,2.04604159946157e-16,2.35807873073747e-15,26.5707817878197
"221482_s_at",1.9071010864745,9.56589645390071,9.34581163812557,2.06477429582227e-16,2.37875057998838e-15,26.5617554042322
"218120_s_at",1.74279736141907,7.70085539007092,9.34568133336439,2.06633608534609e-16,2.37963214639721e-15,26.5610065564106
"212060_at",1.80442274944568,8.25019659574468,9.34485083085795,2.07631790209627e-16,2.39020596105287e-15,26.5562338003403
"217493_x_at",-0.698133813747226,5.44906574468085,-9.3430080505709,2.09863816478404e-16,2.41496987275014e-15,26.5456439958091
"222239_s_at",2.09890093126386,7.79357943262411,9.34264669605398,2.10304294034252e-16,2.41910672918183e-15,26.543567474451
"1554564_a_at",-1.35140068736142,4.59029560283688,-9.33979721653069,2.1381012190267e-16,2.4584872100071e-15,26.5271935897263
"202558_s_at",2.68948618625277,7.44999822695035,9.33967119402871,2.13966509642378e-16,2.45933880051819e-15,26.5264694559997
"1558143_a_at",2.71753505543237,6.64635056737589,9.33686611161803,2.17477127331814e-16,2.49872854799357e-15,26.5103518324839
"230109_at",-3.04006993348115,3.10809680851064,-9.33472764130097,2.20191960132433e-16,2.52894826029842e-15,26.4980652022983
"235561_at",-2.52010849223947,3.77035936170213,-9.33264812650806,2.22864319173159e-16,2.55865711247494e-15,26.4861179093336
"226202_at",2.30654498891353,6.84211092198582,9.33220752209491,2.23434669212646e-16,2.56397626011992e-15,26.4835866120701
"201571_s_at",2.78135536585366,6.80364943262411,9.33215767500344,2.23499286357322e-16,2.56397626011992e-15,26.4833002394052
"224618_at",1.51858818181818,8.81298326241135,9.33001749449863,2.26291245887383e-16,2.59500897827017e-15,26.4710051790097
"228286_at",1.8726001330377,5.18528163120567,9.32986559347789,2.26490722811284e-16,2.59629983213411e-15,26.4701325514211
"222132_s_at",1.70481110864745,7.20839269503546,9.32856444437596,2.28206588217879e-16,2.61496563476514e-15,26.4626579559891
"231948_s_at",1.5161143902439,8.39697517730496,9.3275987683488,2.29488420841673e-16,2.62864555053807e-15,26.4571106748276
"211703_s_at",2.4294111751663,8.3662529787234,9.32673611526187,2.3063956543079e-16,2.64081860410655e-15,26.4521553137181
"204245_s_at",2.02880600886918,7.26587773049645,9.32654839730454,2.30890821712442e-16,2.64268257356927e-15,26.4510770141548
"218556_at",2.38259097560976,8.57179978723404,9.32569215446305,2.32040346291812e-16,2.65482239171785e-15,26.4461586002098
"202647_s_at",3.88210232815965,7.08499659574468,9.32430075554118,2.33920500995548e-16,2.67530900698315e-15,26.438166370289
"227282_at",-2.86858288248337,3.30119943262411,-9.32220105895818,2.36786524348276e-16,2.70705083882742e-15,26.426106171148
"227085_at",1.76494472283813,8.07970212765957,9.32163389824994,2.37566664184475e-16,2.714930741845e-15,26.4228486290959
"208625_s_at",1.39292412416851,9.6123214893617,9.32154698387004,2.37686442524821e-16,2.71526084036099e-15,26.4223494319603
"229466_at",-1.90273698447894,4.51304716312057,-9.31306925863407,2.49663572722357e-16,2.85099384859899e-15,26.373662255701
"242082_at",-1.94754707317073,2.43980304964539,-9.31170588147512,2.51645057444829e-16,2.87252304205173e-15,26.3658333829978
"211833_s_at",2.0591076940133,5.21743439716312,9.31050437129811,2.53404271656599e-16,2.8914995443841e-15,26.3589342092491
"228771_at",-3.03063731707317,7.10739858156028,-9.30753728708766,2.57801241388399e-16,2.9405484856799e-15,26.3418978263361
"52285_f_at",2.26017279379158,7.71617893617021,9.30706881928579,2.58502384344926e-16,2.94742050669311e-15,26.3392080942065
"220926_s_at",1.9408399556541,8.48786546099291,9.30632659570041,2.59617140843031e-16,2.95900146829602e-15,26.3349466421867
"242818_x_at",-1.32260454545455,4.43107737588652,-9.30494117579016,2.61710749791387e-16,2.98172586900004e-15,26.3269925069788
"201182_s_at",1.53820370288248,6.57763333333333,9.30435389418674,2.62603301301108e-16,2.99050644234758e-15,26.3236208184278
"222640_at",2.26193598669623,6.71219468085106,9.30430243778821,2.62681649138689e-16,2.99050644234758e-15,26.323325400367
"226751_at",-3.32708294900222,6.90123936170213,-9.30332588559074,2.64172975561147e-16,3.00633878054787e-15,26.3177189543067
"240550_at",-0.763021906873614,4.47107106382979,-9.30254889420926,2.65365567929996e-16,3.0187607047878e-15,26.3132582950011
"214527_s_at",1.82903758314856,8.72175546099291,9.29875115230808,2.71272277856037e-16,3.08477988442839e-15,26.2914569181003
"1568779_a_at",-1.33809507760532,3.25587170212766,-9.29797689543367,2.72492472961979e-16,3.09747627275236e-15,26.2870124564718
"228263_at",-1.3221232594235,5.94777141843972,-9.29790526304036,2.72605638408866e-16,3.09758396203425e-15,26.2866012697925
"220748_s_at",-1.47356711751663,7.38320822695035,-9.29677214207928,2.74401992124984e-16,3.11681015617857e-15,26.2800969870003
"1555827_at",3.24779356984479,6.2832795035461,9.29526779126235,2.76805092395548e-16,3.14291087994382e-15,26.271462069827
"219161_s_at",1.8056133924612,9.62283496453901,9.29432855605849,2.78316075895715e-16,3.15886631277838e-15,26.2660710572189
"1554456_a_at",2.26276181818181,7.8850780141844,9.29406606385661,2.78739824029774e-16,3.16247427392383e-15,26.2645644294663
"218733_at",1.59944576496674,7.0040970212766,9.29326108795609,2.80043329356546e-16,3.1760570910661e-15,26.2599441661913
"201337_s_at",3.88616487804878,8.63131085106383,9.2927086473531,2.80941413367252e-16,3.1850333364402e-15,26.2567734149609
"208737_at",1.85701937915743,11.5013859574468,9.29179763892573,2.82428679266552e-16,3.20067979352417e-15,26.2515447461179
"202192_s_at",-2.91419875831485,7.17223595744681,-9.29162075666581,2.82718356090958e-16,3.2027476114923e-15,26.2505295564405
"221611_s_at",-1.17894042128603,3.34965588652482,-9.29009692356787,2.85226197943114e-16,3.22993260468334e-15,26.2417839243692
"202670_at",1.77097370288248,8.27932985815603,9.2888555751768,2.87285509692534e-16,3.25132297190466e-15,26.2346597808705
"223068_at",1.62830869179601,9.07348617021277,9.28880326805285,2.87372608032386e-16,3.25132297190466e-15,26.2343595931837
"209514_s_at",3.40517070953437,6.99894319148936,9.2887618248219,2.87441635215754e-16,3.25132297190466e-15,26.2341217530527
"202191_s_at",-3.6404810421286,7.83800056737589,-9.28865335492032,2.87622379139904e-16,3.25213600758757e-15,26.2334992521706
"219924_s_at",2.59946767184036,7.71980893617021,9.28844715439794,2.87966284276609e-16,3.25479258804205e-15,26.2323158869601
"200691_s_at",1.50640345898005,10.055340070922,9.28803743342443,2.88650840608506e-16,3.26129597636078e-15,26.2299645551123
"208803_s_at",1.7859244789357,7.77609666666667,9.28734208983105,2.8981632311021e-16,3.27322609462053e-15,26.2259741291725
"204128_s_at",3.68570516629712,5.63049489361702,9.28482232724225,2.94079165011583e-16,3.32011598503062e-15,26.2115143337671
"211725_s_at",3.12050585365854,6.5703285106383,9.28339409564539,2.96523067114245e-16,3.34483799910314e-15,26.2033187492638
"1552311_a_at",-0.794937050997782,5.67168056737589,-9.28338982043892,2.96530412868328e-16,3.34483799910314e-15,26.2032942173923
"204132_s_at",3.00005048780488,9.06390234042553,9.28334652026241,2.9660482240231e-16,3.34483799910314e-15,26.2030457536637
"202416_at",2.51186048780488,7.21379276595745,9.27976386267943,3.02826337399522e-16,3.4137098781645e-15,26.1824887835808
"244519_at",2.45957587583148,4.77919496453901,9.27792415920423,3.06071438206532e-16,3.44898984290597e-15,26.1719334394758
"205091_x_at",1.59368667405765,8.89521879432624,9.27670726516195,3.08236958421509e-16,3.47208245057532e-15,26.1649517451233
"225049_at",1.62795345898005,8.90980893617021,9.27482318666335,3.11619907205569e-16,3.50886599621258e-15,26.154142625926
"229460_at",1.83305055432373,8.14862290780142,9.27459766737368,3.12027307553071e-16,3.51212952469212e-15,26.1528488364852
"202223_at",2.12572470066519,8.00530546099291,9.27299495792628,3.14937922522177e-16,3.5435557662919e-15,26.1436544064243
"203980_at",-8.8607088691796,6.33320836879433,-9.27216040534234,3.16464209944765e-16,3.55938830710842e-15,26.1388668872032
"209894_at",-4.46033796008869,6.43367879432624,-9.27181324756062,3.1710128378877e-16,3.56521138525477e-15,26.1368754008735
"208677_s_at",2.67440286031042,8.48354205673759,9.27053003502673,3.19467231141005e-16,3.59046072079581e-15,26.1295143438055
"228885_at",-3.83935294900222,3.56585758865248,-9.2701790236594,3.2011747196811e-16,3.59641566006143e-15,26.1275008332278
"228931_at",2.94895889135255,6.00713936170213,9.26979380062703,3.20832606438462e-16,3.60309490681811e-15,26.12529109419
"1559092_at",-0.871474390243904,4.19295326241135,-9.26948289216057,3.21410942310775e-16,3.60823340084547e-15,26.1235076582428
"218272_at",-1.74749649667406,6.10416007092199,-9.26897278743964,3.22362062976593e-16,3.61755143024033e-15,26.1205816209498
"230347_at",-0.823081796008869,3.38057773049645,-9.26820911075989,3.23791226145487e-16,3.63222504643039e-15,26.1162011265268
"224467_s_at",2.38485015521064,6.73961808510638,9.2680073503174,3.2416985829225e-16,3.63510742371035e-15,26.1150438307056
"222011_s_at",2.88634454545455,7.41513709219858,9.26793700512522,3.24301974698799e-16,3.63522434903461e-15,26.1146403327797
"1559400_s_at",-1.15250394678492,3.23874921985816,-9.26527701766042,3.29337289574877e-16,3.69028238989883e-15,26.0993832449137
"204863_s_at",-3.02969461197339,7.47698113475177,-9.26490536220085,3.30047000033008e-16,3.69684815597527e-15,26.0972515939279
"227245_at",1.80107170731707,7.20960028368794,9.26454008714203,3.30746010777023e-16,3.70328919787932e-15,26.0951565574236
"225788_at",1.47535818181818,8.28035517730496,9.2627636111937,3.34166654788438e-16,3.74018751535969e-15,26.0849678461438
"1554131_at",-0.715975299334812,3.38964163120567,-9.26232491910125,3.35016777013964e-16,3.74829819465848e-15,26.0824518633124
"216142_at",-0.681269223946785,3.82221212765957,-9.26077553741656,3.38036531024227e-16,3.78066839808564e-15,26.0735660853519
"200604_s_at",3.17366592017738,8.49113177304964,9.25985945709898,3.39834714135806e-16,3.79935719138433e-15,26.0683124835072
"206472_s_at",2.21960871396896,6.46614758865248,9.25751446237236,3.44481253082556e-16,3.84986474872248e-15,26.0548647935618
"208901_s_at",1.15121363636364,10.2592139716312,9.25702920726331,3.45450645179343e-16,3.85925472080872e-15,26.0520821313787
"203594_at",1.88367144124169,9.25607304964539,9.25691134422156,3.45686509495044e-16,3.8604460179983e-15,26.0514062589651
"203657_s_at",-2.52635514412417,7.85133744680851,-9.25260395446962,3.54417269881154e-16,3.95646752733921e-15,26.0267073904295
"243269_s_at",-0.670628492239464,5.1447919858156,-9.2492814756617,3.61301423204784e-16,4.03181076406294e-15,26.0076579008098
"204455_at",-6.88146532150776,4.78531354609929,-9.24915501918958,3.61566054732018e-16,4.03325718932396e-15,26.006932892004
"211271_x_at",0.953453436807093,9.63176212765957,9.24615441065137,3.67902283363899e-16,4.10240571516602e-15,25.9897302797852
"1555945_s_at",1.66509523281596,8.33819893617021,9.24509214288779,3.70171823826987e-16,4.12617272133715e-15,25.9836405678795
"1554899_s_at",3.61610210643016,8.14943361702128,9.24496185516709,3.70451142456364e-16,4.12774598231964e-15,25.9828936726649
"208975_s_at",1.76760889135255,8.92493070921986,9.2421857940613,3.76452767729628e-16,4.19305500760148e-15,25.9669800437644
"230250_at",-3.40686525498891,5.29009241134752,-9.24114868249524,3.78719683360296e-16,4.21673242676934e-15,25.9610351418473
"214737_x_at",0.913839689578715,11.4534234042553,9.23824661247574,3.85135525560282e-16,4.28656987893528e-15,25.9444008087427
"243698_at",-0.635303082039911,3.83748808510638,-9.23337201893878,3.96156711730787e-16,4.40759383595299e-15,25.9164629581928
"205562_at",2.26572086474501,8.20154567375887,9.22938494369748,4.05404367287579e-16,4.50880292776688e-15,25.8936143372562
"203800_s_at",1.56648339246119,8.5587880141844,9.22901146200899,4.06281559284529e-16,4.51687719408512e-15,25.8914741552285
"207431_s_at",3.35429866962306,9.11464382978723,9.22806563611035,4.08511473478641e-16,4.53997888661735e-15,25.8860543299833
"239106_at",2.39437680709534,8.03937390070922,9.22716618421819,4.10643360615649e-16,4.56197438143223e-15,25.8809003612108
"202906_s_at",2.09585097560976,9.21835503546099,9.22477455148444,4.16366078813984e-16,4.62383043584021e-15,25.8671965913331
"225478_at",2.57923592017738,6.56014170212766,9.22346464594415,4.19534023390717e-16,4.6572797773136e-15,25.8596913445715
"224630_at",1.49357745011086,8.59612609929078,9.22058265567702,4.26588739353881e-16,4.73383559090582e-15,25.8431795535938
"234338_s_at",-1.07451086474501,4.26852070921986,-9.21912926347582,4.30191130591386e-16,4.77203848650444e-15,25.8348530945473
"208485_x_at",3.13615044345898,6.66280439716312,9.21635868013969,4.37142456252041e-16,4.84734840223357e-15,25.8189813309816
"202552_s_at",-2.37992798226164,8.15064687943262,-9.21340215750435,4.44683709927245e-16,4.92914154606924e-15,25.8020456293445
"227621_at",2.05932201773836,11.1239726950355,9.21256977004017,4.46830171611899e-16,4.95109707587621e-15,25.7972777381839
"233303_at",3.11729796008869,7.33236794326241,9.21123465420657,4.5029457724236e-16,4.98763437373416e-15,25.7896304471483
"227820_at",-0.975768425720621,4.18998496453901,-9.21099679441612,4.50914585566837e-16,4.99265063552191e-15,25.7882680588722
"232592_at",-1.51972361419069,5.37516219858156,-9.21088547783484,4.51205036731735e-16,4.99401558439686e-15,25.7876304743434
"205687_at",2.74220727272728,6.83423893617021,9.20878191318792,4.56728893538601e-16,5.05328230988097e-15,25.7755822966487
"201499_s_at",1.18637968957871,9.28116517730497,9.20845962662882,4.57581131004308e-16,5.06083714420278e-15,25.7737364564629
"1558111_at",3.61567558758315,8.69744212765957,9.20564066406271,4.65103274699985e-16,5.14212809959757e-15,25.7575919940797
"1554513_s_at",2.41921261640798,5.25420319148936,9.20228558182378,4.74216660033864e-16,5.24094498157292e-15,25.7383786585333
"225859_at",1.66987416851442,8.57154468085106,9.20166305582628,4.75927078102904e-16,5.25790296012132e-15,25.734813862224
"228832_at",-1.90789181818182,6.98221241134752,-9.19872359162725,4.84086747751871e-16,5.34607150299136e-15,25.7179822644717
"202560_s_at",1.40042175166297,9.11166340425532,9.19742299699058,4.87741387954277e-16,5.38444141994018e-15,25.7105353694831
"212436_at",2.13168503325942,6.24281255319149,9.19677083377051,4.89584281045964e-16,5.40278951890879e-15,25.7068013329936
"213346_at",2.33068130820399,7.14308865248227,9.19586527434358,4.92154729631384e-16,5.42915001413528e-15,25.7016165519635
"214543_x_at",1.9544945232816,7.34575617021277,9.19576483902803,4.92440643931912e-16,5.43029876566187e-15,25.7010415170256
"213126_at",1.88544849223947,6.57978056737589,9.19369269216968,4.98376579411492e-16,5.49372824972675e-15,25.6891779293765
"225887_at",2.4749022172949,8.7582885106383,9.19361595221619,4.98597774029854e-16,5.49413917506227e-15,25.6887385851745
"212149_at",1.92921476718404,11.1266736879433,9.19333722215591,4.99402006021669e-16,5.50007033665893e-15,25.6871428340216
"240587_x_at",-0.5739489135255,3.81100914893617,-9.19330181434403,4.99504262154979e-16,5.50007033665893e-15,25.6869401223891
"211749_s_at",2.72205403547672,9.23621879432624,9.19294700382406,5.00530090634559e-16,5.50933507646506e-15,25.6849088233482
"203560_at",3.84105414634146,9.12517014184397,9.19238862042157,5.02148739640134e-16,5.52511576400358e-15,25.6817121025137
"227372_s_at",3.18396294900222,8.24669411347518,9.18995166427613,5.09274256529497e-16,5.60145429503154e-15,25.6677611784767
"243029_at",-0.532369512195124,4.62358453900709,-9.18946029160824,5.10723153288335e-16,5.615323061532e-15,25.6649483083954
"210908_s_at",-1.05004035476719,12.0734,-9.18928952288936,5.11227654799472e-16,5.61880196167205e-15,25.663970748791
"1553538_s_at",0.803198447893568,15.7314858156028,9.18896527352143,5.12186949883665e-16,5.62727501061961e-15,25.6621146065271
"1569003_at",4.70810731707317,9.37785609929078,9.18865114222859,5.13118020010387e-16,5.6354318425626e-15,25.6603163994394
"239461_at",-1.62205738359202,3.57651914893617,-9.187894525903,5.15367519156087e-16,5.65805729502013e-15,25.6559853001373
"219253_at",2.67339337028825,6.39021893617021,9.1868676096437,5.18436365730186e-16,5.689658175407e-15,25.6501070596617
"240039_at",-1.15663811529933,3.60807985815603,-9.18462558884584,5.25199823329637e-16,5.76176802141984e-15,25.6372739057266
"223347_at",-1.85126855875831,7.35280617021277,-9.18305424306562,5.29992370269467e-16,5.81221074781931e-15,25.6282800923897
"234000_s_at",2.33227195121951,11.6182024822695,9.18272109769344,5.31014033255677e-16,5.8212778772282e-15,25.6263733366388
"224450_s_at",2.29356909090909,7.98851326241135,9.18218535174043,5.32661129584075e-16,5.83719219518161e-15,25.623307032438
"229357_at",-4.30115093126386,6.40223,-9.18188202841702,5.33595920793454e-16,5.84529187453716e-15,25.6215710018541
"229641_at",-1.89234776053215,2.60093014184397,-9.1816041724288,5.34453659540225e-16,5.85254185170276e-15,25.6199807422737
"224602_at",1.7603677827051,10.574440212766,9.18097644930039,5.36396492814297e-16,5.87166450342305e-15,25.6163881226561
"222741_s_at",2.78148017738359,6.94502687943262,9.1808597248242,5.36758535380585e-16,5.87347535803085e-15,25.615720085216
"211252_x_at",-0.790723813747229,5.79672858156028,-9.17869109889041,5.43529361686816e-16,5.94538726534978e-15,25.6033089787053
"1553603_s_at",2.72025563192905,5.93979617021277,9.17539228138251,5.53992273556168e-16,6.05761756513302e-15,25.5844311091386
"229097_at",3.06794951219513,5.96281212765957,9.1731612243906,5.61182002266173e-16,6.13366326091273e-15,25.5716645521072
"205614_x_at",-2.67680605321508,4.25577574468085,-9.17310709349391,5.61357592318663e-16,6.13366326091273e-15,25.5713548135368
"1552783_at",-0.705838004434591,3.24694127659574,-9.1727141101533,5.62633994887521e-16,6.14536209479888e-15,25.5691061646286
"234201_x_at",-0.63059587583149,5.98007843971631,-9.17186454631088,5.65403248065008e-16,6.17335205754605e-15,25.5642450436663
"223243_s_at",1.70589818181818,10.1918078723404,9.17156118904497,5.66395361695132e-16,6.18192496891438e-15,25.5625092895055
"209161_at",1.68924046563193,8.37393404255319,9.17090375343484,5.68551422873118e-16,6.20264289125194e-15,25.558747612169
"215714_s_at",2.21503263858093,7.96459588652482,9.17085585344262,5.6870883001838e-16,6.20264289125194e-15,25.5584735432901
"201779_s_at",1.73948046563193,10.4181429078014,9.16961706425934,5.72794799960832e-16,6.24492666395253e-15,25.5513856965287
"235616_at",-3.78841815964523,5.01952170212766,-9.16911290515482,5.74466054350175e-16,6.26086262006668e-15,25.5485011699231
"201078_at",1.87223070953437,11.3455268794326,9.16797558514284,5.78254048977668e-16,6.2998479960284e-15,25.541994178843
"217188_s_at",3.30444525498891,6.70077978723404,9.16628334317006,5.83936368359039e-16,6.35943533794734e-15,25.5323126538112
"214182_at",1.66593536585366,10.2680566666667,9.16507933587355,5.88013082012259e-16,6.40149956230037e-15,25.5254246430956
"202243_s_at",1.54070645232816,11.7563658865248,9.16374242088739,5.92573028571507e-16,6.44879201548875e-15,25.5177765370792
"1558784_at",-0.935336674057651,4.0147004964539,-9.16220572676235,5.97857894075223e-16,6.50393622349204e-15,25.5089858862597
"242793_at",-1.39693960088692,3.77708326241135,-9.16159911721905,5.99956989828193e-16,6.52439576160816e-15,25.5055158779432
"222862_s_at",-3.41936044345898,3.00139822695035,-9.15972317595704,6.06494999402717e-16,6.59309502079963e-15,25.49478522296
"244051_at",-0.626180864745011,3.5319365248227,-9.15723018381909,6.15293459020181e-16,6.68630829440156e-15,25.4805257738288
"204461_x_at",1.48732137472284,8.93899985815603,9.15602144664183,6.19605062868606e-16,6.73071347020868e-15,25.4736123627127
"213461_at",2.78237827050998,5.26289326241135,9.15567877568325,6.20832845158488e-16,6.74159926696456e-15,25.471652485539
"200846_s_at",1.43723223946785,10.5075937588652,9.15522058957755,6.224783015853e-16,6.75701101135817e-15,25.4690319572658
"218193_s_at",2.16237780487805,8.50953808510638,9.15312866667327,6.30046245382373e-16,6.83667689368239e-15,25.4570679163939
"235545_at",3.4144566962306,4.95385219858156,9.15295554586415,6.3067663349754e-16,6.84103234294554e-15,25.4560778406883
"225840_at",-2.06989257206208,6.67613,-9.1525852617198,6.32027065247346e-16,6.85255753573058e-15,25.4539602056869
"224730_at",3.03567512195122,6.48510404255319,9.15253846907774,6.32197923491898e-16,6.85255753573058e-15,25.453692602582
"239297_at",-2.38593911308204,3.20995177304965,-9.15243150686902,6.32588657110323e-16,6.85430575040141e-15,25.4530808961401
"215439_x_at",-1.06947254988914,5.63872858156028,-9.15183362170416,6.34777168171627e-16,6.87552514314395e-15,25.4496616812577
"202220_at",1.44172957871398,10.9022607092199,9.15032155710447,6.40345661627393e-16,6.93332582449986e-15,25.441014655305
"216729_at",-0.880256607538801,3.18670865248227,-9.14971659806173,6.42587148531123e-16,6.95507459712689e-15,25.4375551807428
"206850_at",-3.06964583148559,2.18044836879433,-9.14852158098145,6.47037896051807e-16,7.00071099918711e-15,25.4307216073723
"205387_s_at",-0.636456585365855,4.8154904964539,-9.14829997713379,6.47866609702345e-16,7.0071394756112e-15,25.4294544141476
"221991_at",-1.70957563192905,3.19300453900709,-9.14748695650466,6.50916057567072e-16,7.03757343022119e-15,25.4248053973321
"225650_at",2.07924609756097,5.76744014184397,9.14681840028625,6.53434358828658e-16,7.06224479062536e-15,25.4209825328862
"218133_s_at",1.80281842572062,8.49063319148936,9.14632485860252,6.55299641684775e-16,7.07984310887858e-15,25.418160461029
"237157_at",-2.36256536585366,6.10003453900709,-9.14545705922359,6.58592253376362e-16,7.1128439570181e-15,25.413198473483
"208074_s_at",1.3955500443459,9.90254971631206,9.14528146199959,6.59260507041842e-16,7.11748793887277e-15,25.4121944406188
"218707_at",-1.15597565410199,6.87192985815603,-9.1440856041911,6.63829459846732e-16,7.16422595881555e-15,25.4053568693241
"201180_s_at",1.2499333481153,10.6031782269504,9.14091373534835,6.76101349248901e-16,7.29403236045952e-15,25.3872220940224
"209613_s_at",-7.60609164079822,4.10188893617021,-9.14016755857527,6.79020956497859e-16,7.32288557164641e-15,25.3829561425697
"218028_at",1.63200587583148,9.0240714893617,9.13942082270128,6.81955318816273e-16,7.35187702598286e-15,25.3786870800701
"232216_at",2.73454966740576,8.08387531914894,9.13805160800219,6.87368604117321e-16,7.40756216118208e-15,25.3708595501973
"214113_s_at",1.73644148558759,9.5427670212766,9.13736480662053,6.90100012533165e-16,7.43431578593697e-15,25.3669333506588
"206613_s_at",2.17327815964523,6.33596170212766,9.13696255055312,6.91704800173398e-16,7.44891762638065e-15,25.3646338292037
"224804_s_at",-1.68352838137472,8.32744141843972,-9.13662033864397,6.93072968408791e-16,7.46096172442372e-15,25.3626775734007
"209902_at",1.82487053215078,7.95998092198582,9.13361100331098,7.05220959561327e-16,7.58900062138888e-15,25.3454754695999
"204227_s_at",-1.88603237250555,5.13435992907801,-9.13223835985905,7.10832184359642e-16,7.64662939984716e-15,25.3376295627549
"242721_at",-0.703895742793791,3.73564829787234,-9.13165249594045,7.13240650734873e-16,7.66977608329837e-15,25.3342809053633
"224726_at",2.03873478935699,9.58818340425532,9.13041373351427,7.18359946381806e-16,7.72204630380125e-15,25.3272006108424
"222489_s_at",1.65827614190687,8.65277460992908,9.1284404162346,7.26590516975621e-16,7.80771169554414e-15,25.3159223682521
"209063_x_at",1.63309206208426,9.98218453900709,9.1281259492201,7.27910783014203e-16,7.81908623552078e-15,25.3141251276493
