"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"204023_at",2.98285997782705,8.40362368794326,14.0245117721778,2.14362176222083e-28,1.31762166466714e-26,53.9532196179539
"200806_s_at",4.15384822616408,11.4579782978723,14.0240101975059,2.14990561556109e-28,1.31877064586563e-26,53.9503112215292
"204331_s_at",3.54075,8.70931929078014,14.0227639272226,2.16559924401383e-28,1.32567512738576e-26,53.9430846023902
"223781_x_at",-1.35931751662971,8.11874014184397,-14.0189151428306,2.21479346887472e-28,1.35301687721256e-26,53.9207663156942
"218728_s_at",2.65210569844789,9.57721482269504,14.0158059121198,2.25535160033598e-28,1.37498200728238e-26,53.9027357319523
"219148_at",5.90102711751663,7.03941347517731,14.0118049268498,2.30863933080978e-28,1.40460249957801e-26,53.8795327519872
"221225_at",-1.14521290465632,3.85434404255319,-14.0102415023523,2.32980329005814e-28,1.4145978391038e-26,53.8704656324297
"201946_s_at",4.59786257206208,9.47551375886525,14.0072025762,2.37149893021924e-28,1.43699366211845e-26,53.852840780325
"204244_s_at",3.54070871396896,8.06793510638298,14.0037956883844,2.41913304287862e-28,1.4628899066784e-26,53.8330810402839
"1564547_x_at",-1.14662866962306,3.76296673758865,-14.0011542037359,2.45672449929225e-28,1.48262082762338e-26,53.817759994385
"1558254_s_at",3.85088073170732,7.1420104964539,13.9953750731106,2.54102259465624e-28,1.53040258004366e-26,53.7842382683432
"206102_at",4.23517691796009,8.26285390070922,13.9932044507316,2.57342832528795e-28,1.54680129499652e-26,53.7716469751974
"214431_at",2.38693423503326,8.94970957446809,13.9913844345624,2.60091879600854e-28,1.5601856866097e-26,53.7610891993747
"226825_s_at",5.11602495121951,9.2994255106383,13.9857412028414,2.68804227239984e-28,1.60921616840482e-26,53.7283516724157
"217851_s_at",3.18464361419069,8.99265439716312,13.9828909893512,2.73315115980704e-28,1.63294849193832e-26,53.7118161082646
"239603_x_at",-1.74286818181818,7.14120070921986,-13.9807564916555,2.76742890509703e-28,1.65012781800327e-26,53.6994323868489
"201591_s_at",-2.13222152993348,9.90189432624113,-13.9796537282696,2.78530655774514e-28,1.65747933863587e-26,53.6930343488463
"221803_s_at",3.02272317073171,7.84507085106383,13.9669583272496,2.99964916877262e-28,1.78148150335476e-26,53.6193713881281
"225519_at",2.81942756097561,9.86367765957447,13.95865498982,3.14870375255518e-28,1.86629419047779e-26,53.5711862029027
"222466_s_at",3.02409314855876,7.88986212765957,13.9530127843609,3.25420172042091e-28,1.92500530681453e-26,53.5384409601202
"233757_x_at",-2.14328640798226,4.90925453900709,-13.9485404626375,3.34033638461825e-28,1.97205274343283e-26,53.5124836191063
"214941_s_at",3.0974466518847,8.40866638297872,13.9387602002376,3.53674518467922e-28,2.08388932745409e-26,53.4557138894513
"228593_at",-1.83904272727273,5.13583156028369,-13.9307727103787,3.70570765240425e-28,2.17914576181638e-26,53.4093451457495
"216304_x_at",1.85845323725056,10.5213611347518,13.9298207366699,3.72637724874485e-28,2.18699543323683e-26,53.4038184645877
"212514_x_at",3.46036844789357,8.69232276595745,13.9230020140324,3.8778446124898e-28,2.26843223222977e-26,53.3642304524615
"233997_at",-1.53473175166297,4.51273957446809,-13.922892678518,3.88032293599375e-28,2.26843223222977e-26,53.3635956467611
"225468_at",5.02306849223947,6.82526609929078,13.9157741384497,4.04514312597275e-28,2.36016719926141e-26,53.3222632887532
"222399_s_at",3.13884308203991,10.4234758865248,13.9118329272891,4.13939545105998e-28,2.41045146802173e-26,53.2993778610933
"211090_s_at",5.02704161862528,8.5258095035461,13.9109010623747,4.16200040445342e-28,2.41889957358438e-26,53.2939666369353
"217094_s_at",2.85139631929046,6.71358432624113,13.9062236963738,4.27734544376079e-28,2.48110952313526e-26,53.2668047999901
"218324_s_at",3.20558239467849,6.70893617021277,13.9047610947896,4.31406694570572e-28,2.49756050133851e-26,53.2583110305457
"225106_s_at",3.2518377827051,7.22330269503546,13.9010283769347,4.40922263849984e-28,2.54771195125543e-26,53.2366333075802
"222906_at",3.28103631929046,7.98023411347518,13.881899975472,4.93088140810817e-28,2.84363359661034e-26,53.1255295074431
"210153_s_at",3.31989831485587,7.97625758865248,13.8706173043518,5.26712972404608e-28,3.03169491804294e-26,53.0599838431031
"218726_at",4.47562798226164,5.5971029787234,13.868171427378,5.3430005659947e-28,3.06945107515307e-26,53.045773536799
"228851_s_at",3.95250126385809,7.57116156028369,13.8598629926564,5.60900143825762e-28,3.21607869414722e-26,52.9974991473628
"201277_s_at",2.42132146341464,11.0275544680851,13.8510876915668,5.90437441688347e-28,3.37895358152413e-26,52.9465067810408
"229480_at",-2.38325545454546,2.90278730496454,-13.8497314462194,5.95139565980944e-28,3.39935071788695e-26,52.938625290416
"233307_x_at",-1.04804097560976,5.83729631205674,-13.84912912076,5.97239853768258e-28,3.40483705183572e-26,52.9351249802591
"202272_s_at",3.3684723059867,7.75152475177305,13.8485729169091,5.99185912808993e-28,3.4094249092082e-26,52.931892674936
"210154_at",4.34329365853659,6.58184319148936,13.8466032377479,6.06128709943771e-28,3.44237318481944e-26,52.9204459674353
"208800_at",3.26778024390244,8.69150304964539,13.8460953378377,6.07932010740939e-28,3.4460631796706e-26,52.9174942837849
"206289_at",-1.66785396895787,3.33956978723404,-13.8454783118366,6.10129998812499e-28,3.45197224517534e-26,52.9139083841931
"221163_s_at",-3.02176740576497,2.51076177304965,-13.8401788506162,6.29338841960792e-28,3.55392045858123e-26,52.8831089973903
"203630_s_at",3.28800749445676,8.19847680851064,13.831719745834,6.61264036958721e-28,3.72715859925809e-26,52.8339422831657
"201273_s_at",1.95739000000001,13.3068837588652,13.8289412983192,6.72100219529694e-28,3.7745528584036e-26,52.8177920545409
"203544_s_at",2.64724379157428,8.59781978723404,13.8289160032231,6.72199685559106e-28,3.7745528584036e-26,52.817645019715
"235093_at",2.56666048780488,8.26542411347518,13.8199107422039,7.08564510071299e-28,3.97128472971105e-26,52.7652965511278
"232964_at",-2.26578179600887,6.73004936170213,-13.8104914146294,7.4871277953464e-28,4.18844510543789e-26,52.7105349641015
"210541_s_at",2.91904062084257,7.74730666666667,13.8101178313167,7.50351284932566e-28,4.18976522145618e-26,52.7083629167563
"208828_at",3.42327946784923,8.37450716312057,13.7993188342767,7.99300150359055e-28,4.45475622979031e-26,52.6455723385287
"1566303_s_at",3.43340574279379,8.07995858156028,13.780007965187,8.94945665316168e-28,4.97853107262382e-26,52.533269328676
"242770_at",-3.25885866962306,4.5283885106383,-13.7660915314358,9.70908340747659e-28,5.39106781843026e-26,52.4523217776033
"220061_at",-3.68563578713969,2.83560219858156,-13.7603311619221,1.0042117242386e-27,5.56564319817804e-26,52.418811587344
"212371_at",2.95860356984479,9.19593156028369,13.7582813032863,1.01633706294295e-27,5.62241427431385e-26,52.406886252856
"204699_s_at",3.32277512195122,6.94800567375886,13.7564634653442,1.02721263424019e-27,5.67207449587008e-26,52.3963104884765
"200775_s_at",1.20952815964523,12.8537496453901,13.746693106517,1.08769505106443e-27,5.99496573070992e-26,52.3394648872469
"222250_s_at",3.00838518847006,6.50011368794326,13.7424174262363,1.11527367573584e-27,6.13564834535117e-26,52.3145861943917
"233878_s_at",3.8075190022173,8.32854985815603,13.7379595473742,1.14477389943707e-27,6.28593845986941e-26,52.2886460181754
"208932_at",2.42227811529934,9.54547716312057,13.737657573238,1.14680027470586e-27,6.28593845986941e-26,52.2868887964686
"244453_at",-1.12550625277162,4.6411495035461,-13.7317883195761,1.18690713180178e-27,6.49386021031402e-26,52.2527337070461
"225161_at",3.35292470066519,8.64781921985816,13.7311201063635,1.19156150015149e-27,6.50740707386205e-26,52.2488450086544
"200065_s_at",1.80480953436807,12.4231921985816,13.7239807708672,1.24244595852101e-27,6.77291753994491e-26,52.2072954084748
"201381_x_at",2.10720662971175,10.4882380851064,13.7225881801814,1.25262235471694e-27,6.81595402594883e-26,52.1991903861192
"213661_at",-4.57729840354767,3.30251978723404,-13.7128733042923,1.32597613994142e-27,7.20197913244911e-26,52.1426451348392
"201774_s_at",4.54896487804878,7.1639175177305,13.7114051557979,1.33742999915572e-27,7.25100659977836e-26,52.1340992475196
"220202_s_at",3.13580767184036,8.5328504964539,13.7083223803681,1.36180414002881e-27,7.36977809331169e-26,52.1161543673955
"228434_at",-5.64496654101996,4.54331283687943,-13.7027339444542,1.40712986027334e-27,7.58757947941254e-26,52.083622363146
"216051_x_at",-1.39980798226164,7.06587957446809,-13.7000328500015,1.42957625738006e-27,7.69472640301164e-26,52.067897705606
"205730_s_at",-4.61655033259423,5.28006595744681,-13.6915040807037,1.50283350172395e-27,8.05999016104121e-26,52.0182435024657
"201376_s_at",3.1933111751663,9.70313219858156,13.6869255703825,1.54369996334768e-27,8.26432777868911e-26,51.9915855540486
"200892_s_at",2.5081499556541,9.5279465248227,13.6616800127292,1.7898735027558e-27,9.5650968064086e-26,51.8445704586067
"1558136_s_at",2.76560509977827,8.13538765957447,13.6465024449029,1.95642824797984e-27,1.0436496616411e-25,51.7561649272903
"230992_at",-3.47606937915743,2.97008666666667,-13.6410423389108,2.02007182518128e-27,1.07567924480642e-25,51.7243574500758
"208684_at",2.3193699556541,11.0500641843972,13.6374226546412,2.0634025807393e-27,1.09679760310365e-25,51.7032701410866
"232911_at",-1.26237090909091,3.57375829787234,-13.63667988324,2.07240870638083e-27,1.09962815782797e-25,51.698942847562
"203952_at",1.79068421286031,8.18418907801418,13.6339432026745,2.10593225963484e-27,1.11543465234169e-25,51.6829989746875
"205133_s_at",2.35161161862527,11.2080685106383,13.6322780734449,2.1265949313178e-27,1.12438531651782e-25,51.6732977078996
"201586_s_at",1.43805492239468,11.3506541134752,13.627055146151,2.19273359975862e-27,1.15730619833196e-25,51.6428670498188
"222032_s_at",-1.30206106430155,6.4070109929078,-13.6250200702052,2.21905854795279e-27,1.16913467377414e-25,51.6310094789267
"221922_at",3.63693210643016,8.43758255319149,13.6242589203917,2.22898564801351e-27,1.17229732857584e-25,51.6265744946645
"233080_s_at",2.29072596452328,9.63361744680851,13.6203225636073,2.28103909583768e-27,1.19756556959506e-25,51.6036379572979
"223649_s_at",3.47907829268293,7.99527177304965,13.6183875676778,2.30707178900572e-27,1.20910799215733e-25,51.5923626660551
"218137_s_at",2.83547922394679,9.26677773049645,13.6131855038722,2.37854378542081e-27,1.2443824606283e-25,51.5620488395774
"232495_x_at",-1.61480707317073,3.92068836879433,-13.6126380813844,2.3861927470439e-27,1.2462016771406e-25,51.5588587586534
"201898_s_at",2.68803321507761,9.14554978723404,13.5719459173936,3.02955444209765e-27,1.57943943889674e-25,51.3216725134066
"40446_at",-1.89028949002217,8.94834638297872,-13.5641707850932,3.17097744129975e-27,1.65028935721163e-25,51.2763407288003
"221561_at",4.27844454545455,7.59095156028369,13.5637491472144,3.17883302511675e-27,1.6511296274019e-25,51.2738823195203
"221676_s_at",3.15408259423504,9.06082283687943,13.5634913155245,3.18364632070262e-27,1.6511296274019e-25,51.2723789959055
"1569608_x_at",-2.70679184035477,4.37034432624113,-13.5571790681178,3.30379062125443e-27,1.71047031592259e-25,51.2355732330201
"232852_at",-2.99587980044346,4.82332638297872,-13.5567145624188,3.31280918810167e-27,1.71217212588514e-25,51.2328646699034
"1552277_a_at",3.18078090909091,6.96026468085106,13.5452602802595,3.54317306247145e-27,1.82806923825923e-25,51.1660696569506
"209053_s_at",4.05993172949002,6.58323992907801,13.5437386798642,3.57495899893791e-27,1.84128879612538e-25,51.1571959012611
"200737_at",3.57071824833703,9.56048304964539,13.5422279656422,3.60680015026665e-27,1.85449123733074e-25,51.1483854869624
"201014_s_at",3.69889607538803,9.1687795035461,13.5355792235486,3.75034631749368e-27,1.92498445949293e-25,51.1096086183593
"240277_at",2.9824565631929,7.0827114893617,13.5292329520215,3.89269827618362e-27,1.99462393832647e-25,51.0725932165535
"201697_s_at",2.59769880266075,9.91389964539007,13.5281027733237,3.91861115601067e-27,2.00446354560799e-25,51.0660010451934
"205883_at",-5.36363549889135,3.98475893617021,-13.5094148205771,4.37303392150731e-27,2.23308790319979e-25,50.9569852440416
"201478_s_at",3.12022578713969,9.29895957446809,13.5063887067452,4.45143216307015e-27,2.26924288408523e-25,50.9393304115398
"202495_at",2.79590073170732,8.39932361702128,13.4983643959731,4.6662051289332e-27,2.37467710079423e-25,50.8925125331107
"217811_at",3.35774860310421,9.80653411347518,13.4959096234867,4.73395891102522e-27,2.40506045151456e-25,50.8781893511033
"1560081_at",-2.95083195121951,5.04291780141844,-13.4729173281237,5.41841264103222e-27,2.74811953863422e-25,50.7440150780127
"212125_at",3.46410079822616,6.4936065248227,13.4703306828173,5.50137007320717e-27,2.78494651232968e-25,50.728918360939
"218304_s_at",2.90064694013304,7.96755475177305,13.4700740756135,5.50966889427523e-27,2.78494651232968e-25,50.7274206742098
"217140_s_at",3.40822075388026,9.0798304964539,13.4648149949902,5.68254029803918e-27,2.86263956700378e-25,50.6967251847346
"217826_s_at",3.54152656319291,8.22516638297872,13.4439947115136,6.42194796239547e-27,3.22967763435421e-25,50.5751875727249
"218008_at",2.01804629711752,9.87046085106383,13.4425099715063,6.47821913093991e-27,3.25250151426165e-25,50.5665194510479
"225629_s_at",-2.28749988913525,10.3765257446809,-13.4416597690231,6.51066366396899e-27,3.26330630257962e-25,50.5615557887373
"218594_at",3.19347946784923,8.74549971631206,13.4247026356636,7.19286807333342e-27,3.59920515837001e-25,50.4625473132157
"218663_at",4.04240434589801,6.66029680851064,13.4185669662164,7.45698065218541e-27,3.72512346191864e-25,50.4267183967192
"211960_s_at",2.76603700665189,8.93767595744681,13.4117942257692,7.75981167467641e-27,3.86993078727226e-25,50.3871667140325
"209080_x_at",2.84824505543238,8.26165326241135,13.4110166655477,7.79535803901022e-27,3.8811788449892e-25,50.382625715267
"1555971_s_at",3.07052186252772,7.58518382978723,13.4075911876423,7.95390699627277e-27,3.95352851413738e-25,50.3626202864494
"206075_s_at",4.47037815964523,7.24779787234043,13.4040855543635,8.11951126158875e-27,4.02913886906048e-25,50.3421460096801
"225253_s_at",3.53841350332594,8.95944432624113,13.3937511982726,8.62807482296257e-27,4.27440263990648e-25,50.2817850465074
"208842_s_at",2.14438902439024,9.44767936170213,13.3789269034136,9.41381791015808e-27,4.65594341771776e-25,50.1951881650293
"213813_x_at",-2.4238477827051,7.39976120567376,-13.3768719504611,9.52825340977507e-27,4.70475229934233e-25,50.1831830273647
"201554_x_at",3.55508716186253,8.85110978723404,13.3708802462506,9.86993463613322e-27,4.86542173902983e-25,50.148177773902
"217832_at",2.57250620842572,9.94903737588652,13.3612238922283,1.04466154486197e-26,5.14121488132812e-25,50.0917581523406
"202635_s_at",3.15486388026607,11.0261756737589,13.3430253480249,1.16267773622803e-26,5.71261052867432e-25,49.9854138916014
"244368_x_at",-1.55242620842572,3.64554517730496,-13.3406364221391,1.17913062085013e-26,5.78393580240655e-25,49.9714526346505
"201830_s_at",3.72219294900222,10.8116021276596,13.3365012076103,1.20816362360544e-26,5.9166347422894e-25,49.9472850129977
"225751_at",2.85513470066519,6.73845070921986,13.3222856386468,1.3135428415619e-26,6.42217108117491e-25,49.8641967982295
"1553535_a_at",3.27409215077605,6.63865687943262,13.3212426612457,1.32162755131404e-26,6.4511404967981e-25,49.8581002689721
"205611_at",-1.30756906873614,5.35021113475177,-13.3193860496772,1.33614273803109e-26,6.51135269383407e-25,49.8472476391356
"229538_s_at",3.80221924611974,6.0698795035461,13.3151163325333,1.37013263954267e-26,6.66611927378796e-25,49.8222887028412
"1552619_a_at",4.63866713968958,6.91470829787234,13.3096490959551,1.41492324473426e-26,6.87284586828401e-25,49.7903280602675
"1554441_a_at",3.44558607538802,7.20169361702128,13.3013814843815,1.485457734779e-26,7.20374657646965e-25,49.7419936120069
"48031_r_at",-2.70425829268293,6.07948035460993,-13.2959011721312,1.53414312567446e-26,7.42778891301024e-25,49.7099522474201
"208687_x_at",1.34816119733925,13.3682907801418,13.283826787523,1.64712301915647e-26,7.96189416687075e-25,49.6393517807516
"1555758_a_at",5.71243301552107,6.5037004964539,13.2702544343173,1.78409961375482e-26,8.61008202935345e-25,49.5599827104341
"221517_s_at",2.91758851441242,9.08640390070922,13.269595527539,1.79103257447018e-26,8.62959937050767e-25,49.5561292606119
"236224_at",3.61310944567628,8.33836333333333,13.269032148206,1.79698180043273e-26,8.64432163032639e-25,49.5528344596857
"201068_s_at",1.76416184035476,11.7709277304965,13.264604154848,1.84443539175754e-26,8.85833094179632e-25,49.5269376913693
"212330_at",2.93588113082039,10.0300571631206,13.2508108377369,2.00045104715833e-26,9.58614901740213e-25,49.4462615786489
"241718_x_at",-1.79169359201774,6.33444489361702,-13.2506457887584,2.00239580452547e-26,9.58614901740213e-25,49.4452961552536
"242033_at",-2.01303800443459,3.14874,-13.2488631630218,2.02352138877247e-26,9.67178471148802e-25,49.43486892055
"207622_s_at",2.92823698447894,7.37571312056738,13.2480758545183,2.03292257606715e-26,9.70119746243673e-25,49.430263607127
"225580_at",2.91328172949002,6.76789482269504,13.2454439100381,2.06466915238691e-26,9.83697951981723e-25,49.4148679587527
"234942_s_at",2.89086281596452,8.37304106382979,13.2408596989186,2.12115430872176e-26,1.00900067937015e-24,49.3880515484018
"225191_at",-3.63233210643015,7.82724425531915,-13.2289829798549,2.27480059429009e-26,1.08036753820712e-24,49.318570542023
"200778_s_at",3.66578088691796,10.3371926950355,13.2253142149109,2.32447975885718e-26,1.1022092672435e-24,49.2971060257092
"204294_at",-3.18041044345898,5.13669524822695,-13.2250059730061,2.32870285777531e-26,1.1024618141097e-24,49.2953025887719
"227249_at",4.12101303769402,6.85289304964539,13.2218915206386,2.37180621060346e-26,1.11795616869235e-24,49.2770805106917
"1562573_at",-1.05587467849224,3.49524546099291,-13.2217189633396,2.37421759589116e-26,1.11795616869235e-24,49.2760708947611
"214119_s_at",3.76746441241685,8.46273510638298,13.221716840098,2.37424728221433e-26,1.11795616869235e-24,49.2760584718711
"225399_at",2.83876957871397,9.06584063829787,13.2215628963856,2.37640065316387e-26,1.11795616869235e-24,49.2751577608335
"212832_s_at",2.4211366518847,7.99771673758865,13.2117877265223,2.5172189381237e-26,1.18234090154983e-24,49.2179614678772
"218349_s_at",4.17337152993348,7.00531368794326,13.2102883674933,2.53954556314395e-26,1.19095517437675e-24,49.2091879873558
"203766_s_at",-5.03892751662971,4.80571468085106,-13.2049523504512,2.62062429571119e-26,1.22705187438527e-24,49.1779633638508
"205782_at",-3.13626855875832,2.83213418439716,-13.2035046555847,2.64306518090256e-26,1.23526445070022e-24,49.1694916624846
"1564525_at",-2.33220592017738,5.92485510638298,-13.2032883872424,2.64643406570529e-26,1.23526445070022e-24,49.1682260816568
"202918_s_at",2.4732311308204,10.140594751773,13.194631776955,2.78487190214266e-26,1.29717015901002e-24,49.1175663907261
"201196_s_at",4.09038474501109,8.13486914893617,13.1944566847831,2.78774559664056e-26,1.29717015901002e-24,49.1165416853344
"225402_at",3.22925913525499,8.04853063829787,13.1879048174258,2.89743991196553e-26,1.34611543530554e-24,49.0781965060844
"203100_s_at",2.96228649667406,7.26359893617021,13.1788099933447,3.05691204632608e-26,1.41799896832141e-24,49.0249647223329
"208689_s_at",2.00506062084257,11.5861621276596,13.1750650927354,3.12510485433873e-26,1.44738383432032e-24,49.0030446293476
"223001_at",3.16524971175166,10.2922257446809,13.1684417311286,3.24946485927754e-26,1.50265114150461e-24,48.9642741667569
"202348_s_at",2.42281968957871,8.14938581560284,13.1658092064892,3.30025877853867e-26,1.52378099677412e-24,48.9488637939181
"242452_at",-3.30553305986696,3.54012531914894,-13.1653946191169,3.3083303054422e-26,1.52468205489496e-24,48.9464368331992
"1556794_at",-3.26355824833703,3.25655255319149,-13.1651850401112,3.31241808196978e-26,1.52468205489496e-24,48.9452099713093
"225676_s_at",3.01287869179601,10.2820853191489,13.1641916115671,3.33186353960806e-26,1.5312732233648e-24,48.9393944735608
"228854_at",-7.25507381374723,5.39976120567376,-13.1632692368592,3.35002052802259e-26,1.53725289145344e-24,48.9339948759619
"228424_at",-1.38758252771618,4.84707879432624,-13.1577996220136,3.45974477208227e-26,1.58516803031309e-24,48.9019747337248
"225267_at",2.34626037694013,10.7045841134752,13.1511923717972,3.59710211807508e-26,1.64462242844186e-24,48.8632925639671
"236923_x_at",-2.96594922394678,7.24287517730496,-13.1510312464277,3.60051909149057e-26,1.64462242844186e-24,48.8623492263067
"232066_x_at",-2.26086554323725,5.09871617021277,-13.1491043975499,3.6416344012828e-26,1.66086327434383e-24,48.8510680351453
"201930_at",2.71180988913525,9.63582921985816,13.1455928841854,3.71777661469804e-26,1.69300519528772e-24,48.8305085523018
"213175_s_at",2.58301751662971,10.5610809929078,13.1431245485121,3.77225138716915e-26,1.71519734686307e-24,48.8160563620425
"215582_x_at",-1.36812964523282,6.29478411347518,-13.137097764423,3.90864180855136e-26,1.77181876702359e-24,48.7807679991822
"215378_at",-1.72109749445676,3.83744056737589,-13.1343536309906,3.97236934312149e-26,1.79797862707679e-24,48.7646997696876
"213088_s_at",2.68006973392461,9.22099063829787,13.1322276840926,4.02245514615269e-26,1.81789413889591e-24,48.7522510527906
"224752_at",2.30775691796009,9.72531226950355,13.1210267055164,4.29697705754461e-26,1.93902712447176e-24,48.6866586221121
"218875_s_at",3.43882414634147,7.34056914893617,13.1181888211982,4.36946030166863e-26,1.96876150213796e-24,48.6700390702807
"243442_x_at",-1.45081997782705,7.91237673758865,-13.1165995840447,4.41058506080802e-26,1.98429830604696e-24,48.6607318118157
"1552264_a_at",2.84411168514412,6.53896971631206,13.1131584365666,4.50096509462683e-26,2.02191474092913e-24,48.6405785228725
"202817_s_at",2.70985,8.7920009929078,13.1099650960624,4.58649512962111e-26,2.05724277788546e-24,48.6218759872341
"201267_s_at",2.5421012195122,8.9722329787234,13.1095975343966,4.59644373846439e-26,2.05861414991224e-24,48.6197232439941
"212871_at",2.46815478935699,6.70267680851064,13.0965988186304,4.96252322616813e-26,2.21924335831318e-24,48.5435876450647
"214925_s_at",-2.7489878713969,6.74318893617021,-13.064695822711,5.98962939058927e-26,2.67456201472456e-24,48.3566903535488
"235236_at",-3.05061869179601,2.50782794326241,-13.064441078675,5.99863439150482e-26,2.67458515190184e-24,48.3551977814154
"202915_s_at",3.14689048780488,9.16656836879433,13.0624625249037,6.06903788000331e-26,2.70194289999015e-24,48.3436051164932
"208775_at",1.5080423059867,12.1308164539007,13.061222686642,6.11357656699853e-26,2.71772132121945e-24,48.3363406053276
"200700_s_at",2.8296669179601,11.0271534042553,13.0602191728043,6.14986535917618e-26,2.72979090452704e-24,48.3304607199482
"222385_x_at",5.06020352549889,7.85342290780142,13.0592054257439,6.1867432382277e-26,2.74208576788688e-24,48.3245208242755
"200756_x_at",3.41206407982262,8.11942609929078,13.0557789465438,6.31303817102143e-26,2.79391687826553e-24,48.3044435165159
"200843_s_at",2.20306592017738,9.90983234042553,13.0531800130385,6.41055010672644e-26,2.82869074354858e-24,48.2892147891736
"1552519_at",-4.44103629711752,2.74603780141844,-13.0403877556017,6.91295039415913e-26,3.045878571161e-24,48.2142523357596
"208627_s_at",2.99230232815965,11.4677806382979,13.0380212160689,7.01012673102329e-26,3.08414603587421e-24,48.2003835641969
"200738_s_at",2.32938864745011,12.6413774468085,13.0373671560941,7.03722463378558e-26,3.09151487478054e-24,48.1965504894189
"205046_at",4.75335547671841,5.49382092198582,13.0263015891609,7.51190632963038e-26,3.29036917573385e-24,48.1316983040114
"1554679_a_at",6.03473831485587,9.48696843971631,13.0192511608746,7.8309412802199e-26,3.4250909057688e-24,48.0903746108282
"222522_x_at",2.59807206208426,7.86476695035461,13.0159674507185,7.98412786557475e-26,3.48698613637887e-24,48.0711274354406
"202633_at",2.48028946784923,8.48391517730497,13.0150641051633,8.02679321359595e-26,3.50050209736864e-24,48.065832464257
"224790_at",2.86626966740577,8.86222056737589,13.0139905808538,8.07779316035542e-26,3.51760809153495e-24,48.0595399369353
"238151_at",-1.81588729490022,3.66774617021277,-13.010277428609,8.25670940886601e-26,3.59028646537197e-24,48.0377746429123
"201488_x_at",1.67616394678492,10.4650378723404,13.0058648039575,8.47449695857407e-26,3.67963150644598e-24,48.0119084052472
"241227_at",-1.000027827051,5.12744978723404,-13.0027584457472,8.63125455158117e-26,3.74225641827844e-24,47.9936987723077
"213594_x_at",3.2428389578714,9.12987744680851,12.9944549831465,9.06467923958502e-26,3.92448062208874e-24,47.9450211760423
"202654_x_at",3.38185485587583,9.57190028368794,12.9893844637691,9.3400008802292e-26,4.03782700861197e-24,47.9152945261063
"239762_at",-2.63477997782705,7.24527687943262,-12.9870600485672,9.46899738656213e-26,4.08767859723657e-24,47.9016668986965
"212296_at",2.09767232815964,10.6860531205674,12.9799817265675,9.87291130437136e-26,4.25589436357122e-24,47.8601663953586
"229375_at",-1.07604011086474,3.88538460992908,-12.978245364306,9.97460190020013e-26,4.29346442923855e-24,47.8499856676633
"209449_at",2.82687902439025,8.35085106382979,12.9780041419375,9.98881189810461e-26,4.29346442923855e-24,47.8485713091256
"200598_s_at",3.25966824833703,10.378319929078,12.9743881978001,1.02042668000506e-25,4.37977100744127e-24,47.8273696238463
"201555_at",2.43457057649668,8.96755560283688,12.9720683960754,1.03449357630684e-25,4.43377713127896e-24,47.8137674010675
"243902_at",-1.75171317073171,4.54103588652482,-12.9670011253297,1.06589973213803e-25,4.56183706277353e-24,47.7840544375772
"206481_s_at",-4.12455955654102,5.75605070921986,-12.9667258261706,1.06763308128913e-25,4.5627186033405e-24,47.7824401309947
"239262_at",-5.49695516629712,3.06241212765957,-12.9620756127034,1.09734216499819e-25,4.67630563409287e-24,47.7551715491554
"204427_s_at",5.05880235033259,9.30851517730497,12.9598025614706,1.11216396366943e-25,4.73271710636707e-24,47.7418421412925
"205329_s_at",2.74560853658536,7.48709510638298,12.9570329710141,1.13049474576137e-25,4.80387902420048e-24,47.7256006506586
"1556060_a_at",2.42278039911309,9.70919780141844,12.955969851193,1.13761118643824e-25,4.82725269495307e-24,47.7193661862456
"201856_s_at",3.2677089135255,7.08544191489362,12.9538966904742,1.15161805615969e-25,4.87284506964001e-24,47.7072083776373
"203764_at",5.17326381374723,6.65467368794326,12.9499293352019,1.17890593236729e-25,4.98125274647923e-24,47.6839417307058
"224779_s_at",2.16140031042129,11.158274893617,12.9468822016915,1.20030326682612e-25,5.06449992795151e-24,47.6660712508644
"201222_s_at",2.0281845676275,11.4083025531915,12.9458882594193,1.20736662509142e-25,5.08711751641128e-24,47.6602419991853
"228401_at",3.4699932150776,7.33642354609929,12.945207092049,1.21223129945715e-25,5.09798171938187e-24,47.6562470768192
"242197_x_at",-4.54196634146341,2.86595609929078,-12.9450496878989,1.21335821727999e-25,5.09798171938187e-24,47.6553239271478
"203194_s_at",2.74998472283814,7.76457936170213,12.9427401911181,1.2300139359558e-25,5.16070313325948e-24,47.6417789738012
"221039_s_at",3.76440957871397,8.27588914893617,12.937324431876,1.26997500542193e-25,5.32089247362825e-24,47.6100151581571
"201453_x_at",1.90243618625277,11.5776112056738,12.9337750292552,1.29686748965248e-25,5.42595553478831e-24,47.5891969272584
"201001_s_at",2.79543394678492,9.22907134751773,12.9312006530038,1.31672867428049e-25,5.50134764850083e-24,47.5740971355418
"200698_at",2.40561691796009,10.5743142553191,12.9308763478897,1.31925217810233e-25,5.50419278162722e-24,47.5721949291354
"202303_x_at",2.55889649667406,8.92823070921986,12.9269102593734,1.35050795610511e-25,5.62673977304435e-24,47.5489315126414
"219079_at",3.31865611973392,7.06629666666667,12.92585565764,1.35894310235752e-25,5.65399823074179e-24,47.5427455392384
"220865_s_at",3.31584572062084,5.55940539007092,12.9246861254949,1.36835921846979e-25,5.68525659712769e-24,47.5358853597405
